Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2017-03-28,Sydney,12.9,27.3,0.0,6.3,11.4,NNE,17.0,W,SE,11.0,12.0,56.0,50.0,1018.3,1018.8,4.0,3.0,17.9,26.9,No,No
2017-03-29,Sydney,18.0,34.5,0.0,,10.8,NE,39.0,SE,SE,24.0,25.0,46.0,42.0,1009.6,1008.9,1.0,4.0,24.1,33.3,No,No
2017-03-30,Sydney,21.1,34.8,5.4,,2.3,E,46.0,NNE,NW,26.0,33.0,85.0,65.0,1004.8,1009.3,5.0,,27.7,32.2,Yes,No
2017-03-31,Adelaide,28.2,49.2,0.7,,7.9,SW,45.0,NW,W,25.0,37.0,85.0,74.0,1010.7,1014.7,7.0,8.0,32.3,47.8,No,Yes
2017-04-01,Melbourne,20.1,34.3,1.2,4.5,,NNE,38.0,NE,SW,23.0,19.0,91.0,72.0,1030.9,1033.4,,7.0,21.5,30.5,Yes,Yes
2017-04-02,Canberra,22.7,37.8,2.2,,,E,48.0,NW,NW,31.0,27.0,97.0,67.0,1012.4,1016.1,7.0,8.0,24.3,34.5,Yes,Yes
2017-04-03,Sydney,24.0,36.6,0.0,,12.8,,26.0,NW,E,11.0,11.0,77.0,66.0,1020.3,1019.2,4.0,4.0,29.3,34.4,No,No
2017-04-04,Perth,8.0,27.5,2.7,2.4,3.5,N,64.0,S,N,28.0,54.0,72.0,63.0,1004.8,1005.5,4.0,,13.0,24.0,Yes,Yes
2017-04-05,Brisbane,9.5,26.7,1.3,1.0,4.9,SE,46.0,NNE,NE,17.0,35.0,73.0,62.0,,,8.0,4.0,11.9,24.4,Yes,Yes
2017-04-06,Melbourne,9.3,25.7,1.6,5.2,5.5,NW,28.0,N,E,17.0,12.0,52.0,36.0,1013.0,1010.1,5.0,5.0,14.8,25.5,Yes,No
2017-04-07,Canberra,8.0,27.6,6.5,2.9,6.8,NE,59.0,NW,NE,30.0,47.0,74.0,53.0,,1024.6,8.0,1.0,10.4,24.0,Yes,Yes
2017-04-08,Canberra,24.0,41.6,2.1,,0.0,NNE,26.0,SE,NE,19.0,19.0,74.0,60.0,1005.1,1004.9,5.0,7.0,28.4,38.3,Yes,Yes
2017-04-09,Canberra,22.4,36.1,1.1,,,NE,39.0,NNE,,19.0,31.0,68.0,32.0,1010.2,1009.6,5.0,,25.6,33.5,Yes,Yes
2017-04-10,Sydney,17.2,34.2,0.0,,2.7,NE,39.0,NNE,E,23.0,31.0,72.0,52.0,1021.3,1021.1,4.0,5.0,22.4,33.5,No,Yes
2017-04-11,Melbourne,3.7,19.4,2.5,,7.1,E,35.0,NNE,SW,17.0,18.0,52.0,29.0,1025.1,1025.3,3.0,3.0,8.8,16.8,Yes,No
2017-04-12,Perth,34.9,51.9,5.1,3.7,,N,41.0,N,SW,20.0,22.0,62.0,48.0,1016.0,1018.7,7.0,5.0,40.8,50.6,Yes,No
2017-04-13,Melbourne,13.2,29.2,1.1,5.0,10.3,NW,40.0,NW,S,20.0,22.0,87.0,62.0,1019.3,1017.5,7.0,8.0,15.8,24.4,Yes,Yes
2017-04-14,Adelaide,32.7,50.3,5.1,7.4,2.5,W,29.0,W,N,17.0,21.0,68.0,55.0,1006.7,1002.8,5.0,7.0,36.1,47.9,Yes,Yes
2017-04-15,Brisbane,8.3,26.8,2.6,7.3,5.8,NNE,43.0,NNE,,22.0,30.0,64.0,56.0,1004.7,1006.7,4.0,6.0,10.6,22.9,Yes,Yes
2017-04-16,Brisbane,15.0,31.8,1.9,,4.7,NE,40.0,NNE,NW,16.0,24.0,76.0,52.0,1006.2,1008.8,7.0,5.0,19.2,28.9,Yes,Yes
2017-04-17,Adelaide,5.7,14.9,3.0,4.2,10.8,SE,64.0,NE,E,27.0,41.0,61.0,46.0,1007.7,1008.7,4.0,6.0,6.9,10.8,Yes,No
2017-04-18,Perth,22.9,40.2,0.0,,,NE,56.0,,W,31.0,34.0,90.0,72.0,1016.6,1013.2,8.0,8.0,29.2,37.9,No,Yes
2017-04-19,Sydney,11.8,27.5,0.7,4.6,,,30.0,SE,E,16.0,16.0,49.0,24.0,1006.2,1005.8,4.0,2.0,14.9,24.7,No,No
2017-04-20,Sydney,14.0,26.8,0.8,7.7,5.6,W,37.0,NNE,N,26.0,28.0,72.0,56.0,1016.4,1017.3,8.0,5.0,17.0,24.4,No,No
2017-04-21,Perth,7.8,23.2,1.2,7.7,4.0,NE,31.0,NE,E,11.0,20.0,60.0,46.0,,1009.1,7.0,2.0,11.3,18.5,Yes,No
2017-04-22,Brisbane,25.5,37.6,10.7,,9.2,S,43.0,NNE,E,20.0,32.0,100.0,90.0,,1004.5,8.0,8.0,28.4,37.0,Yes,Yes
2017-04-23,Melbourne,24.3,40.9,2.0,,2.6,NE,50.0,NNE,E,31.0,24.0,66.0,40.0,1020.4,1020.0,6.0,,29.3,39.1,Yes,No
2017-04-24,Brisbane,32.1,47.3,0.0,3.6,4.4,NW,37.0,SE,SE,23.0,19.0,70.0,58.0,1008.3,1011.8,8.0,6.0,38.7,44.6,No,No
2017-04-25,Adelaide,13.5,26.2,0.2,,12.7,NE,32.0,N,,12.0,19.0,92.0,78.0,1025.0,1025.6,8.0,8.0,17.5,25.7,No,Yes
2017-04-26,Adelaide,17.7,35.7,1.6,3.6,7.1,SW,47.0,NNE,S,21.0,23.0,62.0,44.0,1020.2,1018.5,6.0,6.0,23.5,31.5,Yes,No
2017-04-27,Brisbane,11.3,21.3,2.1,6.1,6.7,S,16.0,NE,N,7.0,11.0,63.0,45.0,1007.2,1006.6,8.0,5.0,14.3,17.0,Yes,No
2017-04-28,Melbourne,16.8,30.8,0.0,,6.1,NE,33.0,SW,S,24.0,24.0,64.0,39.0,1023.4,1021.4,6.0,3.0,20.3,29.8,No,No
2017-04-29,Melbourne,13.3,30.1,3.4,6.0,6.8,,57.0,NW,SE,41.0,29.0,100.0,86.0,1005.9,1004.7,5.0,7.0,19.7,25.4,Yes,Yes
2017-04-30,Brisbane,24.0,37.4,3.6,7.4,5.5,NE,58.0,NW,SE,43.0,23.0,77.0,49.0,1022.6,1024.8,7.0,5.0,25.3,34.3,Yes,No
2017-05-01,Melbourne,23.1,37.3,0.0,6.3,,NW,54.0,W,NE,22.0,36.0,92.0,80.0,1017.3,1011.6,8.0,8.0,27.2,34.3,No,No
2017-05-02,Brisbane,22.1,36.6,5.0,8.9,2.0,SE,27.0,S,W,17.0,23.0,79.0,61.0,1001.9,1005.9,7.0,6.0,28.1,34.9,Yes,Yes
2017-05-03,Perth,11.3,25.0,1.1,,7.7,S,24.0,E,SE,13.0,13.0,94.0,81.0,1005.5,1012.1,6.0,5.0,15.9,22.2,Yes,Yes
2017-05-04,Sydney,22.0,40.6,0.0,5.2,6.2,SE,32.0,NE,NW,21.0,22.0,77.0,41.0,1012.2,,6.0,2.0,23.6,39.3,No,No
2017-05-05,Sydney,17.9,35.8,0.0,2.1,6.6,E,38.0,E,N,17.0,16.0,80.0,68.0,,1018.6,,5.0,19.3,35.7,No,No
2017-05-06,Sydney,15.9,32.6,3.3,5.2,8.8,SE,32.0,W,E,12.0,21.0,52.0,40.0,1012.5,1016.0,2.0,4.0,22.1,28.9,Yes,No
2017-05-07,Canberra,14.9,29.5,0.3,3.4,6.4,NE,18.0,SE,S,7.0,12.0,42.0,26.0,1013.5,1014.3,1.0,2.0,18.4,24.8,No,No
2017-05-08,Perth,16.3,27.2,2.5,2.8,6.8,SE,51.0,NE,S,28.0,33.0,95.0,83.0,1014.3,1012.7,7.0,8.0,20.1,26.7,Yes,Yes
2017-05-09,Sydney,31.1,41.5,0.0,2.4,,E,47.0,,W,35.0,29.0,89.0,71.0,1001.0,998.1,8.0,,33.2,38.5,No,No
2017-05-10,Canberra,19.6,37.6,0.8,,,NW,32.0,E,W,11.0,19.0,100.0,73.0,1020.4,1019.2,5.0,5.0,23.4,36.3,No,No
2017-05-11,Brisbane,18.4,33.4,3.0,6.3,5.3,E,49.0,NW,NE,29.0,39.0,51.0,34.0,1023.2,1023.7,4.0,3.0,21.9,31.6,Yes,No
2017-05-12,Brisbane,17.0,27.1,6.3,,2.5,E,54.0,E,W,23.0,22.0,95.0,78.0,1018.0,1020.7,8.0,6.0,22.7,25.7,Yes,Yes
2017-05-13,Canberra,33.5,49.4,7.0,7.8,,S,15.0,SW,SE,6.0,9.0,69.0,56.0,1009.2,1010.1,6.0,4.0,35.0,49.1,Yes,Yes
2017-05-14,Sydney,28.0,42.5,6.2,7.6,8.2,E,51.0,NW,NE,30.0,30.0,72.0,62.0,1006.3,1007.7,4.0,5.0,32.8,37.5,Yes,No
2017-05-15,Sydney,12.8,25.4,17.9,3.4,0.0,E,52.0,NE,NW,26.0,40.0,100.0,84.0,1000.3,999.3,8.0,7.0,19.7,22.5,Yes,Yes
2017-05-16,Perth,16.7,25.9,2.5,4.0,7.0,W,10.0,N,N,6.0,6.0,83.0,68.0,1006.1,1008.6,5.0,4.0,19.4,23.1,Yes,Yes
2017-05-17,Sydney,14.0,31.1,0.0,6.2,6.2,E,50.0,NW,NE,25.0,22.0,58.0,31.0,1030.9,1030.2,5.0,2.0,19.3,28.2,No,No
2017-05-18,Perth,17.5,28.9,0.2,6.0,6.7,W,39.0,N,S,15.0,18.0,71.0,66.0,1014.4,1019.9,5.0,7.0,19.0,28.5,No,No
2017-05-19,Sydney,10.1,26.0,6.8,8.6,1.8,NNE,24.0,NNE,SE,16.0,11.0,100.0,70.0,1018.6,1016.7,8.0,5.0,14.0,24.0,Yes,Yes
2017-05-20,Sydney,22.1,37.0,0.0,,8.6,NE,43.0,NE,E,26.0,29.0,90.0,77.0,1020.9,1022.1,7.0,5.0,25.3,32.4,No,No
2017-05-21,Sydney,26.9,45.4,0.9,,7.9,NE,41.0,N,NNE,29.0,26.0,85.0,68.0,1015.6,1022.2,,5.0,32.2,42.7,No,No
2017-05-22,Brisbane,4.1,20.9,4.9,5.6,10.5,W,48.0,S,N,30.0,25.0,90.0,86.0,1006.5,1009.6,8.0,5.0,10.9,18.9,Yes,No
2017-05-23,Sydney,10.8,19.3,0.2,,8.1,S,15.0,NE,NW,5.0,7.0,68.0,47.0,1018.6,1020.8,5.0,7.0,16.4,18.2,No,Yes
2017-05-24,Sydney,13.0,27.5,7.1,,3.2,W,40.0,N,N,27.0,32.0,78.0,72.0,1004.6,1005.5,7.0,7.0,15.2,26.3,Yes,No
2017-05-25,Canberra,15.5,26.0,11.6,5.5,8.1,NE,36.0,NNE,SE,20.0,24.0,100.0,81.0,1014.6,1014.7,,8.0,21.4,22.0,Yes,Yes
2017-05-26,Melbourne,31.8,47.8,2.4,3.8,,NE,38.0,SE,NW,13.0,30.0,57.0,39.0,1006.8,1006.3,6.0,3.0,33.0,44.6,Yes,No
2017-05-27,Melbourne,22.8,39.3,13.4,6.4,3.7,W,28.0,SW,NW,19.0,15.0,100.0,88.0,1006.6,1004.9,8.0,7.0,27.9,37.7,Yes,Yes
2017-05-28,Sydney,24.2,36.3,9.2,6.9,4.6,NE,32.0,NW,N,21.0,20.0,74.0,79.0,1008.3,1003.7,7.0,,25.4,31.8,Yes,Yes
2017-05-29,Melbourne,13.4,30.6,5.1,6.1,6.5,NNE,61.0,SE,N,45.0,31.0,82.0,45.0,1022.8,1024.7,4.0,4.0,19.5,30.5,Yes,Yes
2017-05-30,Melbourne,10.7,27.0,2.9,0.3,4.2,SW,54.0,S,W,29.0,26.0,58.0,54.0,996.8,992.2,4.0,4.0,17.1,23.2,Yes,Yes
2017-05-31,Perth,6.8,20.2,2.6,5.3,6.6,W,52.0,SE,NE,34.0,30.0,69.0,51.0,,1032.2,2.0,3.0,11.7,17.5,Yes,No
2017-06-01,Sydney,22.9,38.9,1.4,7.2,6.6,SW,57.0,E,SW,36.0,23.0,61.0,54.0,1008.8,1007.9,3.0,6.0,25.3,34.4,Yes,Yes
2017-06-02,Canberra,16.4,30.9,3.7,,7.6,N,19.0,S,N,10.0,15.0,65.0,39.0,1012.7,1009.8,7.0,3.0,18.6,26.6,Yes,Yes
2017-06-03,Canberra,24.0,37.3,0.0,7.8,,SW,37.0,SW,S,16.0,22.0,68.0,57.0,1017.9,1022.1,5.0,5.0,26.3,35.7,No,No
2017-06-04,Sydney,10.9,31.3,9.5,4.8,7.4,NE,49.0,S,SE,26.0,22.0,50.0,43.0,1013.5,1009.1,6.0,4.0,13.8,31.1,Yes,No
2017-06-05,Sydney,14.7,28.2,13.6,,4.6,N,44.0,W,W,18.0,27.0,72.0,51.0,1015.5,1013.5,5.0,5.0,18.7,23.9,Yes,Yes
2017-06-06,Sydney,14.8,29.1,4.7,,1.0,NW,19.0,S,NE,9.0,15.0,96.0,94.0,1017.4,1015.7,8.0,,16.2,25.0,Yes,Yes
2017-06-07,Perth,18.0,31.8,8.8,3.8,3.4,SW,56.0,S,S,39.0,46.0,95.0,84.0,1025.7,1026.2,8.0,5.0,23.6,31.0,Yes,Yes
2017-06-08,Sydney,5.8,18.2,2.1,,1.6,W,47.0,SW,NNE,21.0,19.0,62.0,40.0,1019.3,,7.0,6.0,9.8,15.6,Yes,Yes
2017-06-09,Canberra,17.4,34.2,1.3,8.4,10.6,NW,32.0,E,SE,21.0,26.0,91.0,61.0,1013.7,1018.1,8.0,5.0,21.7,32.3,Yes,No
2017-06-10,Adelaide,13.0,28.0,0.7,3.6,7.2,SW,49.0,NE,SE,18.0,27.0,60.0,55.0,1010.8,1006.7,4.0,,17.9,24.4,No,No
2017-06-11,Adelaide,4.5,19.6,0.3,5.4,7.2,E,40.0,NNE,N,22.0,29.0,60.0,51.0,1010.8,1023.1,4.0,5.0,6.5,15.2,No,Yes
2017-06-12,Brisbane,1.0,13.0,2.7,9.4,4.8,NE,48.0,E,S,31.0,35.0,63.0,44.0,1023.0,1019.8,5.0,3.0,5.7,9.9,Yes,Yes
2017-06-13,Canberra,13.0,28.7,7.1,8.0,9.1,NNE,33.0,E,NNE,23.0,26.0,100.0,100.0,1024.5,1033.3,8.0,7.0,16.4,24.0,Yes,No
2017-06-14,Sydney,25.7,41.7,0.0,2.6,8.1,S,41.0,NNE,N,15.0,24.0,74.0,46.0,1022.0,1025.3,6.0,2.0,29.6,41.4,No,No
2017-06-15,Brisbane,22.2,41.2,0.0,,7.4,S,41.0,SE,SW,27.0,31.0,74.0,69.0,992.8,992.5,5.0,,26.8,39.2,No,Yes
2017-06-16,Melbourne,18.2,31.8,0.2,0.0,8.1,NW,35.0,W,N,25.0,25.0,79.0,68.0,999.2,999.9,,5.0,20.7,30.0,No,Yes
2017-06-17,Canberra,29.3,44.3,0.0,7.0,8.4,NNE,6.0,S,SW,2.0,3.0,37.0,19.0,1014.9,1013.8,3.0,0.0,30.8,43.0,No,No
2017-06-18,Brisbane,10.2,24.9,4.2,,5.9,NW,43.0,N,S,16.0,33.0,70.0,54.0,1012.2,1013.2,6.0,3.0,13.6,23.1,Yes,Yes
2017-06-19,Adelaide,20.6,32.8,3.5,6.5,10.3,NNE,44.0,SE,SW,19.0,35.0,87.0,82.0,1013.7,1011.5,6.0,,22.5,32.2,Yes,No
2017-06-20,Sydney,8.8,20.8,5.4,6.1,9.7,SE,31.0,N,E,14.0,20.0,83.0,51.0,1021.6,1023.7,8.0,6.0,10.3,18.3,Yes,Yes
2017-06-21,Canberra,10.1,22.6,0.0,,8.1,N,45.0,NW,SW,19.0,34.0,100.0,100.0,1023.4,1024.0,7.0,7.0,15.5,21.0,No,Yes
2017-06-22,Brisbane,6.7,26.6,4.7,7.2,3.8,NNE,45.0,NW,,26.0,30.0,72.0,68.0,1014.3,1011.4,8.0,3.0,11.4,23.6,Yes,No
2017-06-23,Brisbane,-0.4,11.4,7.0,,,NE,49.0,NW,S,22.0,37.0,100.0,91.0,1001.5,1002.8,8.0,8.0,1.6,9.3,Yes,No
2017-06-24,Canberra,21.3,38.9,4.3,4.7,4.5,W,37.0,NW,W,24.0,25.0,95.0,90.0,1004.7,1005.8,7.0,8.0,25.3,38.9,Yes,Yes
2017-06-25,Melbourne,7.2,19.1,1.8,7.5,11.4,S,19.0,SE,SW,11.0,13.0,77.0,50.0,1014.7,1012.6,2.0,2.0,13.7,16.5,Yes,No
2017-06-26,Melbourne,7.2,20.8,1.4,,12.0,N,19.0,SW,N,10.0,8.0,79.0,81.0,1017.4,1016.1,6.0,5.0,13.6,18.1,Yes,No
2017-06-27,Perth,4.9,17.2,3.1,4.5,8.9,NE,49.0,NNE,SE,34.0,22.0,73.0,42.0,1005.2,1006.8,,0.0,8.5,13.0,Yes,No
2017-06-28,Sydney,12.2,22.7,2.6,5.2,3.4,SE,27.0,NW,NNE,16.0,16.0,41.0,29.0,1018.6,1021.8,3.0,3.0,18.7,21.2,Yes,No
2017-06-29,Melbourne,22.5,37.7,0.2,5.2,6.3,SE,29.0,NNE,E,13.0,22.0,77.0,75.0,1002.6,1002.2,7.0,5.0,28.6,34.0,No,Yes
2017-06-30,Sydney,27.9,42.1,0.0,5.0,7.2,SE,48.0,E,S,19.0,21.0,78.0,84.0,996.4,999.1,6.0,8.0,29.6,37.7,No,Yes
2017-07-01,Sydney,0.7,14.4,0.5,,5.1,SW,13.0,S,N,7.0,5.0,82.0,69.0,1008.7,1012.2,8.0,7.0,3.4,10.9,No,Yes
2017-07-02,Canberra,9.4,26.2,12.3,4.1,2.6,E,29.0,W,S,19.0,14.0,100.0,92.0,1019.7,1023.6,7.0,8.0,12.0,25.7,Yes,Yes
2017-07-03,Perth,3.8,21.8,0.0,,8.5,SE,47.0,N,SW,29.0,37.0,87.0,70.0,1025.7,1026.9,8.0,7.0,5.1,19.7,No,No
2017-07-04,Melbourne,16.4,32.4,2.6,6.3,8.5,SE,41.0,W,NW,28.0,33.0,61.0,50.0,1002.8,1000.1,6.0,2.0,20.7,30.4,Yes,No
2017-07-05,Brisbane,13.0,31.4,9.8,2.2,,W,22.0,NNE,E,15.0,12.0,100.0,75.0,1000.4,1003.1,8.0,6.0,17.6,30.1,Yes,Yes
2017-07-06,Brisbane,3.7,17.5,5.5,6.2,5.8,W,37.0,NE,NE,21.0,26.0,66.0,52.0,1018.1,1017.5,7.0,6.0,5.0,15.8,Yes,No
2017-07-07,Perth,9.7,24.0,6.5,3.9,4.6,NNE,45.0,W,NW,21.0,32.0,84.0,73.0,1009.3,1010.9,6.0,4.0,14.3,20.5,Yes,Yes
2017-07-08,Canberra,4.8,21.1,5.7,5.8,1.9,SW,29.0,NNE,SW,20.0,12.0,97.0,72.0,1022.3,1020.4,,5.0,7.0,19.2,Yes,Yes
2017-07-09,Canberra,20.0,36.9,0.0,5.5,8.8,NW,21.0,N,E,11.0,12.0,61.0,43.0,1020.2,1018.4,5.0,4.0,22.6,35.9,No,No
2017-07-10,Melbourne,15.8,29.0,8.3,7.0,3.5,SW,24.0,NNE,S,10.0,11.0,100.0,77.0,1018.1,,8.0,6.0,17.0,25.1,Yes,Yes
2017-07-11,Melbourne,11.5,29.9,9.4,,3.9,NNE,56.0,NNE,SE,39.0,31.0,87.0,61.0,1005.5,1001.5,,6.0,12.6,28.0,Yes,Yes
2017-07-12,Brisbane,-10.8,9.1,0.0,6.4,6.1,NE,51.0,NE,W,22.0,26.0,72.0,60.0,1018.1,1016.3,5.0,4.0,-5.8,7.0,No,No
2017-07-13,Brisbane,8.5,22.2,0.7,9.5,5.9,S,48.0,NW,W,20.0,21.0,68.0,53.0,1028.8,1025.7,,3.0,10.8,21.8,No,No
2017-07-14,Brisbane,25.9,41.4,2.1,,9.2,N,54.0,SW,E,23.0,46.0,65.0,42.0,1015.1,1016.8,5.0,4.0,32.7,37.5,Yes,No
2017-07-15,Perth,20.4,33.9,0.7,8.4,,SE,54.0,S,NW,23.0,34.0,100.0,100.0,1014.4,1011.2,8.0,8.0,26.8,33.5,No,Yes
2017-07-16,Brisbane,-4.6,11.0,0.0,8.6,12.5,NW,20.0,NE,NW,9.0,9.0,55.0,41.0,1011.9,1009.9,4.0,7.0,-3.3,8.2,No,Yes
2017-07-17,Melbourne,7.2,20.1,0.1,6.3,4.4,NE,50.0,W,W,29.0,25.0,29.0,16.0,1003.8,1003.8,,0.0,13.2,16.3,No,No
2017-07-18,Melbourne,-0.7,13.8,4.7,6.6,9.9,E,43.0,S,NW,19.0,18.0,67.0,49.0,1005.4,1010.9,4.0,4.0,4.4,13.2,Yes,No
2017-07-19,Melbourne,21.4,34.7,6.3,7.6,4.1,NNE,66.0,S,W,46.0,35.0,88.0,81.0,1006.3,1004.2,7.0,5.0,24.8,33.2,Yes,Yes
2017-07-20,Sydney,10.1,27.3,0.1,5.2,7.6,NW,79.0,N,W,41.0,34.0,63.0,38.0,1003.5,999.3,7.0,,12.5,22.4,No,No
2017-07-21,Sydney,4.9,17.8,6.2,4.6,7.1,N,41.0,S,NE,22.0,21.0,100.0,92.0,1001.7,997.8,6.0,7.0,9.3,15.6,Yes,Yes
2017-07-22,Adelaide,10.6,20.7,0.7,4.6,10.6,N,35.0,W,SW,22.0,21.0,89.0,79.0,997.6,995.0,8.0,7.0,17.0,17.8,No,No
2017-07-23,Melbourne,-7.6,7.0,0.0,6.3,11.0,W,33.0,SE,N,12.0,23.0,64.0,56.0,1009.5,1007.6,8.0,4.0,-5.9,2.6,No,No
2017-07-24,Sydney,-1.5,16.7,3.0,5.0,9.9,SE,41.0,N,W,20.0,32.0,47.0,20.0,,1025.4,5.0,,5.0,12.2,Yes,No
2017-07-25,Brisbane,7.8,26.7,2.0,4.5,6.5,NNE,42.0,NNE,NE,26.0,18.0,52.0,58.0,1012.0,1014.9,4.0,7.0,12.9,25.0,Yes,No
2017-07-26,Adelaide,11.0,28.9,3.2,3.8,12.1,W,72.0,N,NNE,36.0,37.0,77.0,44.0,,1010.6,6.0,5.0,12.4,24.7,Yes,No
2017-07-27,Melbourne,-7.5,10.3,3.1,3.9,8.6,S,42.0,NW,NNE,16.0,19.0,50.0,20.0,1019.1,1024.7,5.0,3.0,-3.5,8.6,Yes,No
2017-07-28,Adelaide,3.2,19.7,2.7,,0.0,S,35.0,,NNE,19.0,19.0,70.0,61.0,1025.8,1023.9,8.0,6.0,4.6,15.6,Yes,Yes
2017-07-29,Canberra,14.4,30.9,1.6,,7.4,NNE,39.0,NW,W,17.0,19.0,100.0,74.0,1030.3,1029.0,8.0,6.0,19.5,26.9,Yes,No
2017-07-30,Perth,-4.8,11.6,6.1,6.0,4.6,N,33.0,SW,NW,23.0,17.0,91.0,75.0,1013.6,1012.2,8.0,7.0,-3.4,8.7,Yes,No
2017-07-31,Perth,6.1,20.8,4.3,4.2,5.4,SE,21.0,NNE,NW,8.0,17.0,82.0,50.0,1011.3,1014.4,8.0,3.0,9.4,17.6,Yes,Yes
2017-08-01,Sydney,6.1,26.4,0.8,7.0,,W,37.0,E,NNE,14.0,25.0,53.0,29.0,1011.8,1011.6,5.0,2.0,7.8,23.5,No,No
2017-08-02,Canberra,21.3,35.7,0.7,9.7,8.5,N,67.0,SW,N,38.0,53.0,75.0,38.0,1018.8,1023.4,6.0,5.0,28.0,35.1,No,No
2017-08-03,Melbourne,4.3,21.0,0.0,,5.9,S,49.0,E,E,21.0,31.0,65.0,66.0,1013.9,1015.2,6.0,8.0,6.9,18.8,No,Yes
2017-08-04,Canberra,7.7,20.3,0.0,3.5,12.4,E,32.0,NE,SW,22.0,25.0,74.0,57.0,1013.9,1016.7,5.0,5.0,11.7,19.7,No,No
2017-08-05,Brisbane,15.1,29.2,1.4,5.1,3.5,SW,43.0,E,S,18.0,24.0,87.0,89.0,1013.8,1008.4,8.0,2.0,17.5,28.9,Yes,Yes
2017-08-06,Sydney,-4.0,9.2,5.3,3.1,2.0,S,72.0,W,SW,39.0,37.0,99.0,90.0,1006.3,1001.2,8.0,8.0,0.4,6.7,Yes,Yes
2017-08-07,Sydney,2.8,18.4,0.0,6.2,,NW,40.0,W,NE,26.0,26.0,72.0,35.0,998.7,993.7,6.0,,4.4,17.1,No,No
2017-08-08,Perth,5.1,15.0,4.5,,7.6,,31.0,SW,N,11.0,25.0,91.0,71.0,1008.5,1007.2,8.0,5.0,10.3,13.3,Yes,Yes
2017-08-09,Brisbane,7.7,17.1,2.5,5.8,8.1,NE,41.0,E,SE,31.0,32.0,67.0,42.0,1024.2,1019.6,7.0,2.0,9.7,14.0,Yes,Yes
2017-08-10,Sydney,9.6,23.1,0.0,,5.4,NW,46.0,S,SW,30.0,23.0,90.0,70.0,1024.9,,,,16.3,20.8,No,Yes
2017-08-11,Adelaide,12.0,26.8,2.1,4.4,,,45.0,NW,NNE,22.0,37.0,59.0,40.0,1020.7,1020.1,2.0,3.0,16.5,24.0,Yes,No
2017-08-12,Canberra,3.3,13.4,2.0,7.4,7.2,W,57.0,SW,NW,31.0,36.0,71.0,61.0,1010.8,1012.6,5.0,5.0,9.8,10.0,Yes,No
2017-08-13,Brisbane,5.3,24.3,0.0,,,E,39.0,SE,SW,16.0,23.0,92.0,84.0,1009.5,1008.0,8.0,5.0,6.8,20.9,No,No
2017-08-14,Brisbane,13.9,34.2,4.2,4.3,8.8,NE,13.0,W,NE,7.0,7.0,72.0,62.0,1024.7,1027.2,5.0,3.0,16.8,30.8,Yes,Yes
2017-08-15,Sydney,-0.4,12.0,5.9,3.1,10.5,N,48.0,E,NW,23.0,33.0,61.0,73.0,1005.1,999.2,5.0,7.0,3.9,9.7,Yes,No
2017-08-16,Adelaide,6.1,23.1,1.0,5.7,7.0,NNE,44.0,SE,E,21.0,29.0,65.0,51.0,1014.9,1014.7,5.0,2.0,10.7,19.5,No,No
2017-08-17,Melbourne,4.9,18.6,0.0,5.4,8.9,SW,42.0,SE,SW,28.0,32.0,95.0,78.0,1026.8,1028.3,5.0,8.0,10.7,17.3,No,No
2017-08-18,Canberra,6.3,23.1,6.1,3.3,6.1,NE,33.0,N,NE,22.0,27.0,45.0,36.0,1013.4,1015.2,5.0,6.0,7.4,19.3,Yes,No
2017-08-19,Melbourne,-7.9,8.5,0.0,5.2,12.0,NW,62.0,NW,NE,31.0,46.0,72.0,58.0,1012.9,1012.0,7.0,3.0,-2.6,4.6,No,Yes
2017-08-20,Brisbane,12.8,28.9,2.9,4.8,12.7,NW,27.0,SE,SW,11.0,13.0,66.0,46.0,1022.0,,6.0,3.0,17.1,24.4,Yes,Yes
2017-08-21,Melbourne,0.6,12.8,0.0,4.4,6.8,SW,26.0,NNE,S,10.0,12.0,67.0,43.0,1015.5,1018.5,6.0,5.0,7.3,8.1,No,No
2017-08-22,Sydney,13.4,30.2,0.0,5.0,8.0,NW,35.0,SW,SW,26.0,23.0,64.0,61.0,1016.4,1015.2,4.0,7.0,19.2,27.6,No,No
2017-08-23,Adelaide,1.8,13.2,0.4,6.1,10.3,S,54.0,E,W,21.0,25.0,88.0,81.0,1025.4,1024.5,7.0,7.0,4.6,10.5,No,No
2017-08-24,Brisbane,3.0,17.9,2.0,,8.2,NW,56.0,E,SE,34.0,38.0,76.0,53.0,996.4,1003.1,7.0,3.0,4.1,16.0,Yes,Yes
2017-08-25,Brisbane,14.4,25.6,0.0,8.1,5.1,NE,46.0,E,NNE,18.0,22.0,88.0,67.0,1017.5,1017.8,5.0,5.0,18.7,21.7,No,No
2017-08-26,Canberra,14.3,27.6,0.0,6.1,2.5,SW,49.0,NW,E,33.0,25.0,93.0,65.0,1009.6,1008.1,6.0,6.0,18.4,26.2,No,Yes
2017-08-27,Canberra,4.1,20.5,0.0,,6.1,NNE,22.0,E,N,11.0,10.0,71.0,43.0,1013.5,1011.8,4.0,3.0,10.4,17.3,No,Yes
